collision_type,long,lat,neighbourhood,num_of_collisions
Personal Injury,-79.4302772882697,43.6586227464956,Dufferin Grove (83),564
Personal Injury,-79.3309571436018,43.6779830468117,Greenwood-Coxwell (65),604
Personal Injury,-79.3234900422607,43.7609217520018,Fenside-Parkwoods (150),487
Personal Injury,-79.577626438972,43.6574369963634,Eringate-Centennial-West Deane (11),484
Personal Injury,-79.2872736740541,43.6946450325789,Oakridge (121),479
Fail to Remain,-79.2666620947423,43.7558934151167,Dorset Park (126),1208
Personal Injury,-79.3287955578764,43.7748139581254,Henry Farm (53),584
Fail to Remain,-79.2206509567884,43.7392645316609,Scarborough Village (139),442
Property Damage,-79.3122097842459,43.6843034257514,East End-Danforth (62),896
Property Damage,-79.5574111757662,43.7331417587408,Thistletown-Beaumond Heights (3),439
Personal Injury,-79.3871340958582,43.6499002201019,Yonge-Bay Corridor (170),1080
Property Damage,-79.5478097371531,43.6843651497365,Willowridge-Martingrove-Richview (7),579
Personal Injury,-79.4690923265724,43.721381948422,Yorkdale-Glen Park (31),1207
Property Damage,-79.3907957127895,43.8019875438222,Bayview Woods-Steeles (49),374
Property Damage,-79.3069455355101,43.6715690714208,The Beaches (63),1156
Property Damage,-79.4077071012049,43.6464631202454,West Queen West (162),577
Personal Injury,-79.4762038417419,43.6810635718982,Rockcliffe-Smythe (111),825
Fail to Remain,-79.2757975656285,43.6995344596809,Oakridge (121),479
Property Damage,-79.3184981606516,43.6659068777845,Greenwood-Coxwell (65),604
Personal Injury,-79.505562844965,43.7092391602959,Weston (113),594
Property Damage,-79.2250845407956,43.7701978790228,Golfdale-Cedarbrae-Woburn (141),1005
Fail to Remain,-79.450976020904207,43.6449859450175,High Park-Swansea (87),1261
Personal Injury,-79.308832209764,43.7853061522564,Tam O'Shanter-Sullivan (118),841
Personal Injury,-79.2221687659692,43.8218997760591,Morningside Heights (144),1211
Property Damage,-79.275305039512,43.7100958449805,Clairlea-Birchmount (120),1510
Fail to Remain,-79.3005513030845,43.7440934470297,Wexford/Maryvale (119),1973
Property Damage,-79.1394027925039,43.7861300531286,West Rouge (143),731
Fail to Remain,-79.2929855677516,43.6909305090133,Taylor-Massey (61),290
Fail to Remain,-79.5549633245379,43.7136514258442,West Humber-Clairville (1),2728
Property Damage,-79.4935355644793,43.7134163201737,Rustic (28),275
Property Damage,-79.2291889800321,43.7364223775652,Cliffcrest (123),715
Property Damage,-79.4132282648382,43.7036058539708,Lawrence Park South (103),695
Fail to Remain,-79.4202702204946,43.6549047428439,Trinity-Bellwoods (81),868
Fail to Remain,-79.5193546438368,43.6039650818237,New Toronto (18),448
Personal Injury,-79.4947426080369,43.6739837477728,Rockcliffe-Smythe (111),825
Property Damage,-79.4928593634509,43.6799234436216,Rockcliffe-Smythe (111),825
Fail to Remain,-79.4192322433239,43.6854041273079,Forest Hill South (101),733
Fail to Remain,-79.3279081227449,43.6637933465296,South Riverdale (70),1798
Property Damage,-79.4513305242102,43.7836788002317,Westminster-Branson (35),455
Personal Injury,-79.3321458292125,43.8072059814752,Steeles (116),638
Personal Injury,-79.4759378766914,43.6993044323854,Brookhaven-Amesbury (30),711
Fail to Remain,-79.1690831403581,43.7603170219425,West Hill (136),1007
Property Damage,-79.4609397143739,43.7674786138402,Bathurst Manor (34),619
Personal Injury,-79.4078922222436,43.7641932332812,East Willowdale (152),654
Personal Injury,-79.4257159449802,43.6817033344558,Wychwood (94),619
Property Damage,-79.3682690681449,43.7156970435846,Leaside-Bennington (56),834
Property Damage,-79.2951874145291,43.6777223371554,The Beaches (63),1156
Property Damage,-79.4306537927702,43.7127460315367,Englemount-Lawrence (32),606
Property Damage,-79.5629423469447,43.7318300856202,Thistletown-Beaumond Heights (3),439
Property Damage,-79.2923202382735,43.700333742605,Clairlea-Birchmount (120),1510
Fail to Remain,-79.1811533460503,43.811779259387,Morningside Heights (144),1211
Property Damage,-79.5425106862797,43.6402028774512,Islington (158),782
Property Damage,-79.3735993155977,43.7548079202275,St.Andrew-Windfields (40),666
Property Damage,-79.3065510000655,43.6751301620884,The Beaches (63),1156
Property Damage,-79.3999121488991,43.6514311299186,Kensington-Chinatown (78),1099
Fail to Remain,-79.3034772143898,43.6951235735215,Taylor-Massey (61),290
Property Damage,-79.2598898136001,43.7124847666283,Clairlea-Birchmount (120),1510
Property Damage,-79.2341645153995,43.7539110243017,Golfdale-Cedarbrae-Woburn (141),1005
Fail to Remain,-79.2961239008065,43.7455528717686,Wexford/Maryvale (119),1973
Property Damage,-79.3963349245478,43.7839753977445,East Willowdale (152),654
Property Damage,-79.2118016964672,43.8051861190012,Malvern East (146),847
Personal Injury,-79.3472086753123,43.6938364212929,Old East York (58),670
Personal Injury,-79.5822624433918,43.6890007139267,West Humber-Clairville (1),2728
Property Damage,-79.2653973318655,43.6928206254654,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.3317207827188,43.6667276970864,South Riverdale (70),1798
Fail to Remain,-79.3629299962253,43.705216391669,Leaside-Bennington (56),834
Property Damage,-79.4617571539511,43.6790924061647,Weston-Pelham Park (91),452
Personal Injury,-79.4090281851341,43.7053577501602,Yonge-Eglinton (100),609
Personal Injury,-79.2748322984537,43.697171377002,Oakridge (121),479
Personal Injury,-79.511742170951507,43.6482454036863,Kingsway South (15),389
Personal Injury,-79.4954400157322,43.6495988711573,Stonegate-Queensway (16),1188
Personal Injury,-79.25849920929,43.7267303333896,Kennedy Park (124),679
Property Damage,-79.5270575014298,43.7354501381251,Oakdale-Beverley Heights (154),842
Personal Injury,-79.4993871622469,43.7227757959812,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.2719515352552,43.8046274134265,Agincourt North (129),790
Fail to Remain,-79.5713844716471,43.7594044673272,Humber Summit (21),944
Property Damage,-79.2916559908572,43.7039022708128,Clairlea-Birchmount (120),1510
Property Damage,-79.4303286098904,43.6848871889694,Humewood-Cedarvale (106),410
Property Damage,-79.4797023725029,43.7297095433908,Downsview (155),810
Property Damage,-79.27116323071,43.7094857991847,Clairlea-Birchmount (120),1510
Personal Injury,-79.2599217252613,43.7011327952329,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.3609084616157,43.6856060465885,Broadview North (57),396
Property Damage,-79.2730346670887,43.6928654929193,Birchcliffe-Cliffside (122),944
Property Damage,-79.4209469446218,43.708265067768,Forest Hill North (102),414
Property Damage,-79.5407442988725,43.6516730209248,Islington (158),782
Personal Injury,-79.2873793059638,43.7816159158277,Agincourt South-Malvern West (128),1101
Personal Injury,-79.2819575511821,43.7480831876552,Dorset Park (126),1208
Property Damage,-79.2535250218597,43.7238715542864,Cliffcrest (123),715
Personal Injury,-79.323556061411,43.7894791176603,L'Amoreaux West (147),520
Property Damage,-79.4363626331024,43.7259120482157,Englemount-Lawrence (32),606
Property Damage,-79.2754457033613,43.7333086392833,Ionview (125),310
Property Damage,-79.5425516694737,43.6726802880356,Princess-Rosethorn (10),363
Property Damage,-79.2663527846264,43.8138644382296,Agincourt North (129),790
Property Damage,-79.4017014545681,43.7755779810028,East Willowdale (152),654
Property Damage,-79.3912780377963,43.6401068955747,Harbourfront-CityPlace (165),830
Personal Injury,-79.1944098058848,43.7613329083009,West Hill (136),1007
Fail to Remain,-79.3625140949885,43.8100815704689,Hillcrest Village (48),676
Fail to Remain,-79.2988206438368,43.7289860178543,Wexford/Maryvale (119),1973
Property Damage,-79.235714737554,43.7588148626436,Woburn North (142),977
Personal Injury,-79.2841914487775,43.7195623979868,Clairlea-Birchmount (120),1510
Personal Injury,-79.4375228013869,43.75148660693,Clanton Park (33),740
Fail to Remain,-79.3773072187207,43.7120239455006,Leaside-Bennington (56),834
Property Damage,-79.3694039187291,43.7447693561295,Banbury-Don Mills (42),1218
Property Damage,-79.3805528237317,43.7114381553051,Mount Pleasant East (99),786
Property Damage,-79.5458855048505,43.6815851965089,Willowridge-Martingrove-Richview (7),579
Property Damage,-79.3412650001397,43.6607870585807,South Riverdale (70),1798
Fail to Remain,-79.2522414966405,43.7148360851157,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.3580232974641,43.7436856542874,Banbury-Don Mills (42),1218
Personal Injury,-79.5348107316578,43.6404328691572,Etobicoke City Centre (159),1458
Property Damage,-79.4406308102433,43.7924662294585,Newtonbrook West (36),828
Fail to Remain,-79.5334053511744,43.6367758320313,Etobicoke City Centre (159),1458
Property Damage,-79.3866244713891,43.7066024304628,Mount Pleasant East (99),786
Personal Injury,-79.5048771943201,43.777323381405,York University Heights (27),1707
Fail to Remain,-79.3243271953229,43.675200557967,Greenwood-Coxwell (65),604
Personal Injury,-79.4564685672104,43.7218452217131,Yorkdale-Glen Park (31),1207
Fail to Remain,-79.405351150397,43.6663526952036,Annex (95),1286
Property Damage,-79.4489511723436,43.6925399607439,Caledonia-Fairbank (109),407
Property Damage,-79.3725373727866,43.6843549870414,Rosedale-Moore Park (98),1190
Property Damage,-79.393182048341,43.6858752066363,Yonge-St.Clair (97),423
Property Damage,-79.4166696205108,43.7081899164469,Lawrence Park South (103),695
Personal Injury,-79.3522355274491,43.658326144718004,South Riverdale (70),1798
Personal Injury,-79.4932289065349,43.7427690630364,Downsview (155),810
Property Damage,-79.2951989818117,43.6831137901394,East End-Danforth (62),896
Property Damage,-79.5410923231638,43.6098373282324,Alderwood (20),574
Personal Injury,-79.2223638585873,43.7485756287688,Golfdale-Cedarbrae-Woburn (141),1005
Personal Injury,-79.2827594716469,43.7479209817543,Dorset Park (126),1208
Property Damage,-79.3715819406408,43.8048631671549,Hillcrest Village (48),676
Property Damage,-79.3721133383834,43.8005277773211,Bayview Woods-Steeles (49),374
Fail to Remain,-79.2840569512356,43.6808053859306,The Beaches (63),1156
Property Damage,-79.364026665245,43.6512673380039,Moss Park (73),1186
Property Damage,-79.2275972011217,43.8162598059822,Morningside Heights (144),1211
Property Damage,-79.3877328272887,43.793680083448,Bayview Woods-Steeles (49),374
Fail to Remain,-79.4144615943401,43.6400031780343,Fort York-Liberty Village (163),604
Fail to Remain,-79.3645494072042,43.6638733680188,Cabbagetown-South St.James Town (71),567
Property Damage,-79.502011541133,43.6047061886981,New Toronto (18),448
Personal Injury,-79.5297650132719,43.5953176022533,Long Branch (19),400
Fail to Remain,-79.2860073042653,43.7698476580191,Dorset Park (126),1208
Property Damage,-79.2727226399771,43.7001743101641,Oakridge (121),479
Personal Injury,-79.1693531625116,43.7841352320723,Centennial Scarborough (133),381
Fail to Remain,-79.2290407265546,43.841784822181,Morningside Heights (144),1211
Fail to Remain,-79.4104318692977,43.7085677321687,Yonge-Eglinton (100),609
Personal Injury,-79.2119406632328,43.8102558254366,Malvern East (146),847
Property Damage,-79.3049256259588,43.6666790584354,The Beaches (63),1156
Personal Injury,-79.3908297824652,43.6731921948115,Annex (95),1286
Personal Injury,-79.4511982665941,43.6954699764568,Caledonia-Fairbank (109),407
Personal Injury,-79.5053413518335,43.7084083804303,Weston (113),594
Property Damage,-79.212456139396,43.7394812253705,Scarborough Village (139),442
Personal Injury,-79.2996930910248,43.6946753318001,Taylor-Massey (61),290
Personal Injury,-79.2314597718997,43.7498728272864,Golfdale-Cedarbrae-Woburn (141),1005
Personal Injury,-79.5354475905555,43.7343238617073,Pelmo Park-Humberlea (23),548
Fail to Remain,-79.5532289192821,43.6601221330701,Princess-Rosethorn (10),363
Fail to Remain,-79.3345255402038,43.6667317864936,South Riverdale (70),1798
Personal Injury,-79.5398374857983,43.6985729168592,Kingsview Village-The Westway (6),462
Property Damage,-79.2910385016818,43.7415201433648,Wexford/Maryvale (119),1973
Personal Injury,-79.5086034822813,43.6172562344517,Mimico-Queensway (160),760
Fail to Remain,-79.1491679867514,43.797047836406,West Rouge (143),731
Fail to Remain,-79.581147313676,43.7006402870899,West Humber-Clairville (1),2728
Personal Injury,-79.4268547018949,43.6617303847169,Palmerston-Little Italy (80),571
Property Damage,-79.2872812541085,43.819904688655,Milliken (130),1425
Fail to Remain,-79.404748815871,43.6421051959485,West Queen West (162),577
Property Damage,-79.3895278152333,43.7277845048632,Bridle Path-Sunnybrook-York Mills (41),631
Fail to Remain,-79.5119201268768,43.7345614457696,Glenfield-Jane Heights (25),958
Property Damage,-79.4201752932574,43.6478283594526,Trinity-Bellwoods (81),868
Property Damage,-79.1887824264606,43.8011181238579,West Rouge (143),731
Fail to Remain,-79.4644949864384,43.7311526001913,Downsview (155),810
Property Damage,-79.4221852083832,43.7762080462062,Willowdale West (37),553
Property Damage,-79.2153538917388,43.8011735460281,Malvern East (146),847
Property Damage,-79.6090673982593,43.7536748725988,West Humber-Clairville (1),2728
Property Damage,-79.2604925506048,43.772021604515,Bendale-Glen Andrew (156),829
Property Damage,-79.5397932530905,43.6895917257957,Willowridge-Martingrove-Richview (7),579
Personal Injury,-79.6167990462888,43.7232419259726,West Humber-Clairville (1),2728
Property Damage,-79.5123840538956,43.6259282606353,Stonegate-Queensway (16),1188
Property Damage,-79.3795175233708,43.7041471488735,Mount Pleasant East (99),786
Fail to Remain,-79.5010466499779,43.6953043703995,Brookhaven-Amesbury (30),711
Property Damage,-79.3573782491122,43.7504553812949,Banbury-Don Mills (42),1218
Property Damage,-79.412087913819,43.7749463892052,Yonge-Doris (151),412
Fail to Remain,-79.2924377514919,43.7006083508746,Clairlea-Birchmount (120),1510
Fail to Remain,-79.3759606422905,43.6426515818708,St Lawrence-East Bayfront-The Islands (166),1257
Fatal,-79.562355927838,43.747758956077,Humbermede (22),576
Fail to Remain,-79.3313997320821,43.668631030237,South Riverdale (70),1798
Property Damage,-79.2947635503412,43.794814737891,Tam O'Shanter-Sullivan (118),841
Property Damage,-79.4797082026946,43.644606971847,High Park-Swansea (87),1261
Personal Injury,-79.1848784517809,43.7648618247711,West Hill (136),1007
Fail to Remain,-79.3484801479866,43.6782312717597,North Riverdale (68),558
Property Damage,-79.5747390200791,43.7000631693674,West Humber-Clairville (1),2728
Property Damage,-79.3985404410091,43.7829697083003,East Willowdale (152),654
Property Damage,-79.6048010366538,43.7305763230523,West Humber-Clairville (1),2728
Property Damage,-79.2819575511821,43.7480831876552,Dorset Park (126),1208
Personal Injury,-79.5642154629348,43.6768313502201,Willowridge-Martingrove-Richview (7),579
Property Damage,-79.4299501062661,43.641486358095,South Parkdale (85),1062
Fail to Remain,-79.506881733,43.7403182129664,Glenfield-Jane Heights (25),958
Property Damage,-79.3046457511244,43.7668258873995,Wexford/Maryvale (119),1973
Property Damage,-79.164928564536,43.8048755260246,West Rouge (143),731
Fail to Remain,-79.2692676588117,43.7625864151926,Bendale-Glen Andrew (156),829
Fail to Remain,-79.3151291156615,43.6910807082212,Woodbine-Lumsden (60),306
Fail to Remain,-79.2818782402059,43.793296175757,Agincourt South-Malvern West (128),1101
Personal Injury,-79.3317426195002,43.7355468259059,Banbury-Don Mills (42),1218
Property Damage,-79.4593367542787,43.7087206000791,Yorkdale-Glen Park (31),1207
Personal Injury,-79.5234983685839,43.7490375397718,Glenfield-Jane Heights (25),958
Personal Injury,-79.4569179854045,43.7628306622158,Bathurst Manor (34),619
Personal Injury,-79.5797901259925,43.7472797995347,Mount Olive-Silverstone-Jamestown (2),734
Personal Injury,-79.3155454714766,43.7770181828877,Tam O'Shanter-Sullivan (118),841
Personal Injury,-79.4768481191946,43.68890647271,Keelesdale-Eglinton West (110),628
Personal Injury,-79.3014295722524,43.7638633349986,Wexford/Maryvale (119),1973
